"","pitch_type","release_speed","zone","stand","p_throws","description","type","bb_type","balls","strikes","on_3b","on_2b","on_1b","outs_when_up","pitch_number"
"23709","SL",83.8,14,"R","R","blocked_ball","B",NA,1,2,666182,NA,665489,0,5
"23710","FF",96.3,2,"R","R","foul","S",NA,3,2,NA,520471,546318,1,7
"23711","CH",88,11,"L","R","ball","B",NA,3,1,NA,NA,664034,2,5
"23712","CH",79.3,5,"R","L","swinging_strike","S",NA,0,0,NA,664247,NA,1,1
"23713","FF",95.6,11,"L","R","ball","B",NA,3,1,NA,NA,NA,1,5
"23714","FF",96.6,14,"L","R","foul","S",NA,1,1,NA,NA,621550,1,3
"23715","SL",85.8,5,"R","R","hit_into_play","X","ground_ball",0,1,NA,NA,NA,1,2
"23716","SI",93.2,13,"R","L","ball","B",NA,1,1,NA,NA,608701,1,3
"23717","FF",95.1,14,"R","R","ball","B",NA,1,0,NA,NA,668804,0,2
"23718","FF",96.8,3,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"23719","SL",88.5,3,"R","R","hit_into_play","X","ground_ball",0,1,NA,NA,543257,2,2
"23720","SI",95.3,12,"L","R","ball","B",NA,0,0,NA,NA,NA,2,1
"23721","FF",94,1,"L","R","called_strike","S",NA,0,0,NA,NA,NA,2,1
"23722","CH",79.9,14,"R","L","ball","B",NA,0,1,NA,NA,NA,1,2
"23723","KC",83.1,11,"L","R","ball","B",NA,0,0,NA,NA,663616,2,1
"23724","FF",95,1,"R","R","hit_into_play","X","popup",1,2,NA,NA,NA,1,4
"23725","SI",96.6,12,"R","L","ball","B",NA,2,0,592626,NA,595879,0,3
"23726","FF",93.3,1,"R","R","swinging_strike","S",NA,1,0,665489,666182,606192,2,2
"23727","SI",95,5,"R","R","called_strike","S",NA,3,0,456781,NA,NA,2,4
"23728","SI",92.5,4,"L","L","called_strike","S",NA,0,1,NA,NA,NA,0,2
"23729","FF",94.1,9,"R","R","hit_into_play","X","ground_ball",3,2,NA,NA,476704,2,12
"23730","FF",94,4,"R","R","hit_into_play","X","ground_ball",2,2,NA,NA,453568,2,9
"23731","FF",92.9,4,"R","L","called_strike","S",NA,3,1,NA,516770,518960,2,5
"23732","FF",92.9,14,"R","R","ball","B",NA,0,0,NA,NA,NA,0,1
"23733","FF",96.6,11,"R","R","hit_into_play","X","fly_ball",0,1,NA,NA,664913,2,2
"23734","FF",95.3,4,"L","R","foul","S",NA,3,1,NA,NA,NA,0,5
"23735","SL",82.7,14,"R","R","hit_into_play","X","ground_ball",2,2,571740,641313,NA,1,5
"23736","CH",84.9,9,"R","R","foul","S",NA,1,0,488671,671277,NA,2,2
"23737","CU",80.4,4,"R","R","called_strike","S",NA,0,0,NA,NA,NA,2,1
"23738","FF",87.8,12,"R","L","ball","B",NA,1,2,NA,NA,NA,0,4
"23739","KC",79.9,13,"L","R","ball","B",NA,2,2,NA,NA,NA,2,5
"23740","SI",91.3,8,"L","R","called_strike","S",NA,1,0,NA,NA,543939,0,2
"23741","SL",86.9,13,"L","R","called_strike","S",NA,2,1,NA,NA,663897,2,4
"23742","SL",86.1,13,"L","R","ball","B",NA,0,0,NA,NA,NA,0,1
"23743","SL",79.3,2,"R","R","foul","S",NA,0,0,NA,NA,NA,1,1
"23744","SL",78.3,11,"R","R","ball","B",NA,1,1,NA,NA,NA,0,3
"23745","FF",93.6,12,"L","L","ball","B",NA,0,0,NA,650490,621563,2,1
"23746","CH",84.5,6,"L","R","foul","S",NA,1,0,641857,453568,571431,1,2
"23747","FC",84.6,14,"R","R","ball","B",NA,1,0,NA,NA,NA,0,2
"23748","SL",85.6,13,"L","R","ball","B",NA,0,1,NA,607461,605141,2,2
"23749","SL",83.5,5,"L","R","swinging_strike","S",NA,0,1,NA,621035,NA,2,2
"23750","FC",84.3,11,"R","L","ball","B",NA,2,1,NA,NA,NA,2,4
"23751","FF",93.8,11,"L","R","ball","B",NA,0,2,NA,NA,NA,1,3
"23752","FF",93.3,11,"R","R","hit_into_play","X","fly_ball",0,1,NA,NA,NA,0,2
"23753","FF",95.2,1,"R","R","hit_into_play","X","fly_ball",1,2,NA,NA,664023,2,4
