"","pitch_type","release_speed","zone","stand","p_throws","description","type","bb_type","balls","strikes","on_3b","on_2b","on_1b","outs_when_up","pitch_number"
"6641","FF",96.6,9,"L","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6642","CH",89,9,"L","R","hit_into_play","X","popup",2,1,NA,NA,664058,0,4
"6643","SI",92.6,5,"L","R","hit_into_play","X","line_drive",2,1,NA,NA,NA,0,4
"6644","SI",93.8,14,"R","R","called_strike","S",NA,0,2,NA,NA,NA,1,3
"6645","SL",86.6,11,"L","L","ball","B",NA,0,1,650490,NA,622534,2,2
"6646","CU",82.2,4,"L","R","called_strike","S",NA,0,2,NA,NA,NA,1,3
"6647","CH",86.8,13,"R","R","ball","B",NA,2,2,665487,NA,NA,1,5
"6648","FF",98.1,14,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"6649","FF",94.2,2,"L","R","foul","S",NA,1,0,NA,NA,NA,0,2
"6650","FF",95.5,5,"L","R","called_strike","S",NA,1,0,NA,NA,553993,2,2
"6651","FF",94.3,14,"L","R","ball","B",NA,2,1,NA,NA,656577,2,4
"6652","CH",82.5,13,"R","L","blocked_ball","B",NA,0,1,NA,600869,NA,2,2
"6653","SL",83.3,3,"R","R","called_strike","S",NA,1,0,NA,NA,657557,2,2
"6654","KC",73.9,13,"R","R","ball","B",NA,1,0,NA,NA,NA,0,2
"6655","FF",93.9,12,"L","R","hit_into_play","X","fly_ball",0,2,NA,NA,521692,2,4
"6656","SL",83.4,7,"L","L","missed_bunt","S",NA,1,1,NA,NA,607054,1,3
"6657","FC",84,11,"R","R","ball","B",NA,1,2,NA,NA,NA,1,4
"6658","CH",80.6,14,"R","L","hit_into_play","X","ground_ball",2,2,NA,NA,665489,1,7
"6659","SL",84.3,14,"L","R","foul_tip","S",NA,1,2,NA,NA,NA,0,4
"6660","SL",88.1,7,"R","L","swinging_strike","S",NA,0,2,NA,NA,643265,2,3
"6661","SL",86.3,3,"L","R","foul","S",NA,2,2,NA,NA,NA,2,5
"6662","SL",82.9,5,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6663","FC",92,12,"R","R","hit_into_play","X","popup",0,0,NA,NA,NA,2,1
"6664","SI",94.2,12,"R","L","hit_into_play","X","fly_ball",0,0,NA,NA,608070,2,1
"6665","FF",94.1,7,"L","L","foul","S",NA,0,0,NA,NA,664040,2,1
"6666","FF",92.7,7,"R","L","foul","S",NA,3,1,NA,641820,NA,2,5
"6667","FF",93.4,6,"R","R","called_strike","S",NA,3,2,NA,NA,NA,1,6
"6668","FF",95.1,3,"L","L","foul","S",NA,0,0,NA,NA,NA,2,1
"6669","SL",84,14,"R","R","called_strike","S",NA,2,1,NA,NA,666182,1,4
"6670","FF",91,3,"R","R","hit_into_play","X","fly_ball",0,0,NA,NA,621439,1,1
"6671","FF",94.4,2,"R","R","hit_into_play","X","line_drive",0,1,NA,NA,605170,0,2
"6672","SL",84.3,9,"L","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"6673","FF",95.3,12,"R","L","swinging_strike","S",NA,1,2,NA,NA,502054,0,4
"6674","CH",86.5,12,"R","L","ball","B",NA,0,0,NA,NA,NA,1,1
"6675","CH",85.3,9,"L","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6676","KC",78.8,14,"R","R","swinging_strike","S",NA,1,1,NA,NA,NA,0,3
"6677","FF",95.9,5,"L","R","swinging_strike","S",NA,2,1,NA,NA,664983,0,4
"6678","FF",89.9,11,"L","R","ball","B",NA,0,0,NA,NA,543939,0,1
"6679","FF",98.1,11,"R","R","swinging_strike","S",NA,0,1,NA,NA,NA,1,2
"6680","FF",90.7,5,"L","R","called_strike","S",NA,0,0,NA,NA,NA,2,1
"6681","SI",92.9,5,"L","R","hit_into_play","X","ground_ball",3,2,NA,NA,542583,0,6
"6682","FF",97.6,2,"R","R","foul","S",NA,3,2,NA,NA,572816,0,7
"6683","CU",78.4,11,"L","R","ball","B",NA,1,2,NA,NA,605204,1,5
"6684","SL",52.7,2,"L","R","foul","S",NA,0,0,NA,NA,NA,0,1
"6685","SI",93,4,"R","R","foul","S",NA,0,0,NA,673490,502054,0,1
"6686","CU",75.6,14,"R","L","ball","B",NA,0,0,NA,455139,NA,2,1
"6687","FF",91.4,1,"R","L","hit_into_play","X","fly_ball",3,1,NA,NA,NA,0,5
"6688","FF",97.5,2,"R","L","hit_into_play","X","ground_ball",1,2,NA,NA,NA,1,4
"6689","FF",93.8,11,"R","R","ball","B",NA,0,0,NA,NA,657077,0,1
"6690","FF",96,4,"L","R","swinging_strike","S",NA,0,1,NA,553993,571657,2,2
"6691","SI",96.9,6,"R","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"6692","FF",93.9,13,"L","R","called_strike","S",NA,3,2,578428,NA,NA,2,7
"6693","FF",93.6,2,"R","R","hit_into_play","X","ground_ball",1,2,NA,NA,NA,1,4
"6694","FC",86.5,8,"R","L","called_strike","S",NA,0,0,666915,680776,660620,2,1
"6695","SI",90.1,5,"R","R","hit_into_play","X","ground_ball",3,2,NA,NA,NA,1,6
"6696","SI",92.8,6,"R","L","swinging_strike","S",NA,3,1,NA,NA,NA,0,5
"6697","CH",84,5,"R","L","hit_into_play","X","line_drive",1,0,NA,NA,669289,0,2
"6698","FF",91.3,5,"R","R","foul","S",NA,2,2,NA,669242,624641,2,5
"6699","CU",81.9,8,"R","R","foul","S",NA,2,2,NA,NA,NA,2,6
"6700","SI",91.1,6,"R","R","swinging_strike","S",NA,1,0,NA,NA,NA,0,2
"6701","FF",89.9,8,"R","R","foul","S",NA,2,2,NA,NA,NA,1,5
"6702","SI",94,8,"R","R","swinging_strike","S",NA,2,0,NA,NA,NA,2,3
"6703","CH",82.9,14,"R","L","foul","S",NA,2,2,NA,NA,642851,2,9
"6704","FF",86.4,7,"R","R","called_strike","S",NA,0,0,NA,NA,NA,2,1
"6705","SL",88,9,"R","R","foul","S",NA,2,1,642708,NA,NA,1,4
"6706","SL",87.8,14,"R","R","ball","B",NA,0,0,NA,NA,641432,2,1
"6707","CH",79.7,12,"R","L","foul","S",NA,1,1,NA,NA,NA,0,3
"6708","FC",89.3,5,"R","R","hit_into_play","X","line_drive",2,2,NA,NA,663993,0,7
"6709","SI",95.5,12,"R","L","swinging_strike","S",NA,0,1,NA,457763,543105,1,2
"6710","FS",87.1,13,"R","R","ball","B",NA,1,1,NA,NA,NA,0,3
"6711","CU",75,14,"L","R","ball","B",NA,0,1,NA,NA,NA,0,2
"6712","SI",98.2,13,"R","R","hit_into_play","X","line_drive",2,1,NA,NA,NA,1,4
"6713","CH",88.7,14,"L","R","blocked_ball","B",NA,1,2,NA,NA,542340,0,4
"6714","FF",93.5,3,"R","R","hit_into_play","X","fly_ball",0,0,NA,NA,NA,0,1
"6715","SL",83.1,1,"R","R","called_strike","S",NA,1,1,NA,NA,NA,1,3
"6716","SL",85.2,14,"R","R","hit_into_play","X","line_drive",3,2,NA,NA,NA,0,6
"6717","SI",92.3,5,"L","R","hit_into_play","X","ground_ball",1,1,NA,NA,NA,0,3
"6718","SL",85.2,8,"R","R","foul","S",NA,2,2,NA,NA,NA,1,5
"6719","CH",84.9,13,"L","L","ball","B",NA,0,2,NA,NA,592178,0,3
"6720","FC",84.1,11,"R","L","ball","B",NA,1,0,NA,NA,NA,2,2
"6721","CH",85.7,14,"R","R","hit_into_play","X","ground_ball",3,1,NA,519203,NA,1,5
"6722","FF",97.6,7,"R","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"6723","KC",78.5,14,"R","R","ball","B",NA,0,1,NA,NA,NA,1,2
"6724","KC",74.8,8,"L","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6725","SI",94.7,7,"L","L","called_strike","S",NA,3,2,NA,NA,596142,2,6
"6726","SI",91.7,4,"R","R","swinging_strike","S",NA,0,1,NA,NA,NA,0,2
"6727","FC",86.1,8,"R","R","called_strike","S",NA,0,0,NA,NA,NA,1,1
"6728","SI",87.2,11,"R","R","foul","S",NA,1,1,NA,624133,NA,1,3
"6729","CU",75.2,13,"R","L","ball","B",NA,1,1,NA,NA,NA,1,3
"6730","FF",96,11,"R","R","foul","S",NA,1,2,NA,NA,668804,1,4
"6731","SL",87.7,14,"R","R","ball","B",NA,0,2,NA,NA,NA,0,3
"6732","SI",95,11,"L","R","hit_into_play","X","ground_ball",1,1,NA,575929,542364,0,3
"6733","FF",92.2,3,"R","R","called_strike","S",NA,1,0,NA,NA,NA,0,2
"6734","CU",74.5,13,"R","L","foul","S",NA,0,0,NA,NA,656887,1,1
"6735","FC",84.8,9,"R","R","swinging_strike","S",NA,1,0,NA,NA,NA,0,2
"6736","SL",85,13,"R","L","foul","S",NA,3,2,NA,NA,NA,1,7
"6737","FF",97.4,3,"L","R","swinging_strike","S",NA,0,2,NA,NA,NA,2,3
"6738","FF",90,14,"R","R","ball","B",NA,0,0,NA,NA,660162,1,1
"6739","FF",94,5,"R","L","swinging_strike","S",NA,1,0,NA,NA,NA,0,2
"6740","SI",93.6,11,"R","R","ball","B",NA,2,0,NA,NA,488671,1,3
"6741","SI",95.7,7,"R","R","hit_into_play","X","line_drive",3,2,NA,NA,NA,0,7
"6742","SI",91.4,11,"R","R","foul","S",NA,1,1,NA,621020,501659,1,3
"6743","CU",78.6,1,"L","L","ball","B",NA,0,0,NA,NA,621035,0,1
"6744","SL",85.9,14,"L","R","ball","B",NA,1,0,NA,NA,571976,0,2
"6745","SI",87.2,5,"R","R","called_strike","S",NA,2,0,NA,NA,NA,0,3
"6746","CU",81,13,"L","R","blocked_ball","B",NA,2,1,NA,NA,547180,2,4
"6747","FF",95.4,2,"L","R","swinging_strike","S",NA,0,0,608336,NA,NA,2,1
"6748","FC",87.8,8,"R","L","hit_into_play","X","ground_ball",3,2,NA,NA,NA,0,7
"6749","FF",92.9,11,"R","R","hit_into_play","X","line_drive",1,2,NA,NA,NA,1,4
"6750","SI",94,7,"R","R","swinging_strike","S",NA,0,0,NA,NA,643265,1,1
"6751","FF",93,14,"R","R","foul","S",NA,1,2,NA,NA,NA,0,4
"6752","SI",92,4,"R","L","foul","S",NA,1,2,NA,NA,NA,0,4
"6753","CU",79.3,7,"L","R","foul","S",NA,0,1,NA,NA,NA,0,2
"6754","SI",95.2,4,"R","R","foul","S",NA,1,1,NA,669242,502671,1,3
"6755","FF",96.6,7,"L","L","called_strike","S",NA,0,2,NA,NA,NA,2,3
"6756","FF",97.2,6,"R","R","swinging_strike","S",NA,0,0,553902,NA,650333,2,1
"6757","CH",88.2,13,"L","R","foul","S",NA,0,1,NA,NA,NA,2,2
"6758","FF",95.8,11,"L","R","ball","B",NA,0,0,621566,NA,NA,2,1
"6759","SI",92.1,7,"R","R","hit_into_play","X","ground_ball",1,1,NA,664057,NA,1,3
"6760","FF",91.1,12,"R","L","ball","B",NA,3,1,NA,NA,NA,0,5
"6761","CH",81.3,14,"R","R","ball","B",NA,1,0,NA,NA,453568,2,2
"6762","FF",92.1,3,"R","L","foul","S",NA,0,1,NA,NA,NA,1,2
"6763","CH",85.4,13,"L","R","foul","S",NA,1,1,592567,657061,621028,1,3
"6764","FF",91,11,"R","R","ball","B",NA,0,0,NA,NA,NA,1,1
"6765","FF",92.5,14,"R","R","ball","B",NA,0,0,NA,NA,643524,1,1
"6766","SL",81.3,6,"R","R","foul","S",NA,3,1,NA,542303,NA,2,5
"6767","SL",83,14,"R","R","ball","B",NA,1,1,NA,NA,NA,2,3
"6768","SL",81.2,4,"R","R","hit_into_play","X","ground_ball",0,1,NA,NA,514917,1,2
"6769","SI",89.8,6,"R","L","hit_into_play","X","ground_ball",1,0,NA,NA,NA,2,2
"6770","FF",93,14,"R","R","ball","B",NA,0,1,NA,642086,607680,2,2
"6771","SL",84,13,"L","L","ball","B",NA,0,0,NA,NA,NA,2,1
"6772","SL",88.5,2,"R","R","hit_into_play","X","fly_ball",1,2,NA,NA,606992,0,5
"6773","FF",96.1,14,"R","R","called_strike","S",NA,1,0,NA,NA,NA,1,2
"6774","FF",89.1,12,"L","L","ball","B",NA,2,2,NA,NA,NA,1,6
"6775","FF",92,1,"R","L","called_strike","S",NA,1,0,NA,NA,NA,1,2
"6776","CH",88.6,13,"L","R","ball","B",NA,1,1,NA,518934,592450,1,3
"6777","FF",90.4,11,"L","L","ball","B",NA,0,1,NA,NA,435559,1,2
"6778","SL",89,8,"R","R","called_strike","S",NA,2,1,NA,NA,664040,1,4
"6779","FF",88,5,"R","R","foul","S",NA,2,2,NA,NA,608686,2,5
"6780","FF",95.7,6,"R","R","swinging_strike","S",NA,0,1,NA,NA,NA,0,2
"6781","FF",96.3,11,"L","R","ball","B",NA,3,2,NA,NA,NA,0,6
"6782","CU",79.1,5,"R","R","hit_into_play","X","line_drive",0,0,NA,NA,605137,0,1
"6783","SI",88.8,9,"R","L","foul","S",NA,0,1,543257,NA,606988,2,2
"6784","FF",92.3,11,"L","L","ball","B",NA,0,2,NA,NA,NA,0,3
"6785","SL",84.8,3,"R","L","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6786","FF",89.3,11,"R","L","called_strike","S",NA,1,1,NA,657077,NA,0,3
"6787","FC",86.2,6,"R","L","hit_into_play","X","line_drive",0,2,572041,NA,605131,1,3
"6788","FF",94.1,2,"R","R","foul","S",NA,1,0,NA,NA,NA,2,2
"6789","FF",95.9,6,"R","R","foul","S",NA,1,0,NA,NA,NA,2,2
"6790","FF",96.9,3,"R","L","swinging_strike","S",NA,1,1,NA,NA,NA,0,3
"6791","SI",96.3,12,"L","R","ball","B",NA,2,2,NA,NA,NA,0,6
"6792","SI",94.8,12,"L","R","ball","B",NA,2,2,NA,NA,641820,2,5
"6793","SL",87.6,14,"L","R","swinging_strike","S",NA,1,0,NA,NA,NA,2,2
"6794","SI",91,14,"R","L","ball","B",NA,0,1,NA,621035,405395,2,2
"6795","FC",87.5,12,"R","L","ball","B",NA,1,0,NA,NA,NA,1,2
"6796","SI",96.5,8,"L","R","hit_into_play","X","ground_ball",0,0,NA,NA,665742,2,1
"6797","FF",89.7,12,"R","R","hit_into_play","X","popup",0,1,NA,NA,NA,1,2
"6798","FF",91.7,13,"R","L","ball","B",NA,1,0,NA,669257,571970,0,2
"6799","CH",86.3,13,"R","R","foul","S",NA,2,2,NA,NA,NA,0,10
"6800","CU",71.3,3,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6801","FF",94.9,6,"R","R","hit_into_play","X","fly_ball",3,2,NA,NA,NA,1,8
"6802","SL",84.4,13,"R","L","ball","B",NA,0,2,NA,NA,NA,1,3
"6803","FF",91.9,12,"R","L","swinging_strike","S",NA,0,0,502671,NA,NA,1,1
"6804","FF",91.9,11,"L","R","swinging_strike","S",NA,0,1,NA,NA,NA,2,2
"6805","FF",95.9,11,"R","R","ball","B",NA,2,1,NA,NA,680777,2,4
"6806","SL",88.4,14,"R","R","ball","B",NA,0,1,NA,NA,NA,1,2
"6807","SI",89.7,14,"R","L","ball","B",NA,0,0,NA,NA,NA,2,1
"6808","FF",92.8,2,"R","L","swinging_strike","S",NA,0,0,594694,624428,663647,1,1
"6809","CH",80,14,"L","L","swinging_strike","S",NA,2,2,519317,572228,NA,1,5
"6810","CU",74.6,6,"R","L","foul","S",NA,3,2,NA,493329,676801,2,10
"6811","SI",96.3,11,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"6812","FF",94.3,6,"R","L","hit_into_play","X","line_drive",0,0,NA,NA,NA,1,1
"6813","SL",93.1,12,"L","R","swinging_strike","S",NA,2,1,NA,NA,NA,2,4
"6814","CU",79.1,6,"R","R","called_strike","S",NA,0,0,596115,NA,543068,1,1
"6815","SI",88.2,7,"R","L","foul","S",NA,2,0,NA,NA,593934,1,3
"6816","CH",86.1,13,"R","L","blocked_ball","B",NA,1,1,NA,NA,519317,0,3
"6817","SL",83.5,13,"L","R","blocked_ball","B",NA,0,2,NA,NA,593160,0,3
"6818","FC",87.3,14,"L","R","swinging_strike","S",NA,1,1,NA,NA,NA,1,3
"6819","SI",94,7,"L","L","foul","S",NA,1,2,NA,NA,474832,1,5
"6820","SL",84.7,2,"R","R","foul","S",NA,3,1,NA,NA,664040,0,5
"6821","FC",88.8,14,"L","R","ball","B",NA,1,0,NA,NA,NA,0,2
"6822","SI",92.4,6,"R","L","hit_into_play","X","ground_ball",1,0,NA,NA,NA,0,2
"6823","FC",86.9,11,"R","R","ball","B",NA,0,0,NA,NA,NA,0,1
"6824","SL",82.3,14,"R","L","ball","B",NA,1,1,NA,NA,NA,2,3
"6825","SL",83.7,14,"R","R","ball","B",NA,0,0,NA,NA,614173,0,1
"6826","SL",83.1,14,"L","R","swinging_strike","S",NA,0,0,NA,NA,NA,1,1
"6827","CU",77.4,13,"L","L","ball","B",NA,1,1,NA,620443,608596,2,3
"6828","CH",78.8,9,"R","L","called_strike","S",NA,0,0,NA,NA,NA,1,1
"6829","FF",97.7,13,"L","R","ball","B",NA,1,1,NA,649966,NA,1,3
"6830","FF",90.7,8,"L","R","ball","B",NA,1,0,NA,NA,NA,0,2
"6831","CH",89,13,"R","L","swinging_strike","S",NA,1,0,NA,NA,622110,1,2
"6832","FF",92.1,8,"R","R","foul","S",NA,1,2,NA,572122,NA,2,4
"6833","FF",93.9,14,"R","R","foul","S",NA,3,2,NA,NA,NA,2,6
"6834","FF",96.9,8,"L","L","hit_into_play","X","ground_ball",2,0,NA,NA,672386,1,3
"6835","CU",69.3,4,"L","L","hit_into_play","X","ground_ball",0,2,519390,628338,NA,1,4
"6836","SL",82.3,14,"R","R","swinging_strike","S",NA,1,0,NA,663538,NA,0,2
"6837","FS",87.9,13,"R","R","swinging_strike","S",NA,0,0,NA,NA,NA,2,1
"6838","CH",85.3,5,"L","L","foul","S",NA,1,2,NA,500871,NA,1,4
"6839","FF",95.4,5,"L","L","foul","S",NA,0,1,NA,575929,NA,0,2
"6840","SI",93.7,9,"R","R","ball","B",NA,2,0,NA,NA,NA,0,3
"6841","CH",84.5,12,"R","L","ball","B",NA,1,1,NA,NA,NA,0,3
"6842","FF",90.4,4,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6843","FF",93.9,8,"L","L","called_strike","S",NA,0,0,NA,647304,644374,2,1
"6844","FF",96.9,14,"L","R","ball","B",NA,1,0,NA,NA,621566,2,2
"6845","CU",79.1,14,"L","R","ball","B",NA,0,1,NA,NA,NA,0,2
"6846","CU",73.2,5,"R","R","hit_into_play","X","ground_ball",2,0,NA,NA,NA,1,3
"6847","SL",85.5,2,"L","R","foul","S",NA,0,0,NA,NA,NA,0,1
"6848","SL",81.5,14,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"6849","CU",74.3,11,"L","R","ball","B",NA,0,1,NA,NA,NA,1,2
"6850","FF",95,4,"L","R","foul","S",NA,0,0,NA,NA,NA,0,1
"6851","CH",84.6,13,"L","R","blocked_ball","B",NA,1,0,NA,NA,663757,1,2
"6852","FF",94.9,12,"R","R","hit_into_play","X","ground_ball",1,0,NA,NA,NA,1,2
"6853","FS",84.8,13,"L","R","ball","B",NA,1,2,NA,NA,647351,1,4
"6854","FF",91.2,3,"R","L","foul","S",NA,0,2,NA,NA,NA,2,3
"6855","CH",82.3,14,"R","L","ball","B",NA,0,1,NA,NA,NA,2,2
"6856","CH",89,14,"L","R","ball","B",NA,0,0,NA,605141,457759,2,1
"6857","CH",79.5,14,"L","R","ball","B",NA,0,0,NA,NA,NA,2,1
"6858","CU",80.8,6,"R","R","swinging_strike","S",NA,2,1,NA,NA,NA,2,4
"6859","SL",81.6,8,"R","R","hit_into_play","X","fly_ball",1,2,NA,NA,663630,2,4
"6860","FC",87,13,"R","L","ball","B",NA,2,1,NA,NA,NA,0,4
"6861","FF",95,12,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"6862","FF",91.2,2,"R","L","foul","S",NA,2,1,NA,NA,NA,0,4
"6863","SL",84.6,6,"R","R","swinging_strike","S",NA,3,2,NA,NA,606132,1,8
"6864","FF",95.1,11,"L","R","ball","B",NA,0,0,NA,NA,606466,1,1
"6865","SI",90.6,14,"R","L","hit_into_play","X","ground_ball",0,0,NA,NA,663757,2,1
"6866","SL",79.2,13,"L","L","ball","B",NA,0,0,NA,NA,NA,0,1
"6867","FF",94.9,8,"L","R","hit_into_play","X","line_drive",1,1,NA,NA,641796,1,3
"6868","CH",87.8,11,"R","R","ball","B",NA,1,0,NA,NA,NA,0,2
"6869","FF",92.8,4,"R","R","hit_into_play","X","ground_ball",0,0,NA,NA,455139,1,1
"6870","FF",95,3,"L","R","hit_into_play","X","popup",1,1,NA,573262,NA,2,3
"6871","SL",84.2,9,"R","R","hit_into_play","X","ground_ball",2,1,NA,NA,NA,1,4
"6872","SI",92.1,11,"R","L","ball","B",NA,1,2,NA,NA,NA,1,4
"6873","FF",90.5,3,"R","R","swinging_strike","S",NA,1,0,NA,621566,NA,0,2
"6874","FF",91.4,2,"R","L","swinging_strike","S",NA,2,2,NA,NA,NA,0,5
"6875","FF",91.4,7,"R","R","foul_tip","S",NA,2,2,NA,NA,NA,0,5
"6876","CU",78.8,11,"L","R","ball","B",NA,0,0,NA,NA,543543,2,1
"6877","FC",88.4,14,"R","L","ball","B",NA,2,2,NA,NA,663993,2,6
"6878","CU",70.2,8,"L","R","foul","S",NA,0,1,NA,NA,608331,2,2
"6879","SI",90.1,6,"R","L","foul","S",NA,1,1,NA,NA,NA,2,3
"6880","SI",96,11,"L","R","ball","B",NA,2,0,NA,543543,592663,1,3
"6881","SL",86.1,14,"R","R","swinging_strike","S",NA,1,0,NA,NA,NA,1,2
"6882","FF",92.3,6,"L","R","ball","B",NA,0,0,NA,NA,NA,1,1
"6883","FF",95.8,9,"R","L","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6884","FF",94.3,5,"R","R","called_strike","S",NA,1,0,NA,NA,NA,0,2
"6885","SL",87,14,"L","R","ball","B",NA,1,2,NA,NA,NA,0,4
"6886","CU",75.4,11,"L","R","ball","B",NA,0,2,NA,573262,643289,0,4
"6887","SL",86,3,"L","L","foul","S",NA,1,2,624414,NA,593428,2,4
"6888","SL",87.6,4,"L","R","hit_into_play","X","fly_ball",1,2,NA,NA,NA,2,4
"6889","FF",95,13,"L","L","ball","B",NA,0,0,NA,NA,NA,2,1
"6890","SL",85.9,7,"L","L","foul","S",NA,1,2,NA,NA,NA,0,4
"6891","FC",89.2,3,"L","R","foul","S",NA,2,0,NA,NA,500743,0,3
"6892","CH",88.4,4,"L","R","hit_into_play","X","fly_ball",0,1,NA,NA,NA,2,2
"6893","SL",79.3,14,"R","R","ball","B",NA,1,2,NA,NA,642721,1,4
"6894","SL",87.6,1,"L","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6895","SL",78,11,"R","L","hit_into_play","X","ground_ball",0,0,NA,NA,571740,0,1
"6896","FF",92.4,11,"L","R","ball","B",NA,0,2,NA,NA,NA,2,4
"6897","CU",70,14,"R","L","ball","B",NA,0,2,NA,NA,NA,1,3
"6898","CU",81.6,14,"L","R","ball","B",NA,0,0,570731,NA,606992,1,1
"6899","FF",94.1,13,"L","R","hit_into_play","X","ground_ball",2,2,NA,NA,NA,0,9
"6900","CU",73.8,4,"R","L","called_strike","S",NA,1,0,646240,608700,NA,2,2
"6901","FF",93.8,11,"R","R","ball","B",NA,0,0,NA,NA,NA,2,1
"6902","FF",95.7,6,"L","L","hit_into_play","X","ground_ball",3,2,NA,NA,NA,1,6
"6903","CU",80.2,5,"R","R","hit_into_play","X","line_drive",0,1,NA,NA,NA,1,2
"6904","SI",97,8,"R","R","foul","S",NA,3,1,NA,NA,657557,1,5
"6905","FF",93.3,11,"L","L","ball","B",NA,1,0,NA,NA,NA,0,2
"6906","SL",88.9,7,"R","R","called_strike","S",NA,1,0,NA,663757,665487,2,2
"6907","SI",93,8,"R","R","called_strike","S",NA,0,0,NA,NA,621563,0,1
"6908","FF",92.2,6,"R","L","foul","S",NA,1,1,NA,NA,663457,2,3
"6909","FF",94,3,"R","R","called_strike","S",NA,1,2,NA,NA,NA,1,5
"6910","SL",89.3,14,"R","R","ball","B",NA,0,1,NA,NA,NA,2,2
"6911","SI",90.9,12,"L","R","hit_by_pitch","B",NA,2,2,NA,NA,NA,2,5
"6912","FC",86.4,14,"R","L","ball","B",NA,2,2,NA,NA,669242,1,5
"6913","SL",84.9,7,"L","L","called_strike","S",NA,0,0,NA,NA,NA,2,1
"6914","CH",87.4,14,"R","R","ball","B",NA,1,2,NA,NA,NA,0,4
"6915","KC",78.5,14,"L","R","ball","B",NA,0,0,NA,NA,NA,1,1
"6916","FF",96.7,5,"L","R","called_strike","S",NA,0,0,NA,NA,608671,2,1
"6917","FC",92.4,14,"L","R","swinging_strike","S",NA,1,0,NA,NA,NA,2,2
"6918","FF",94.9,8,"R","R","foul","S",NA,2,2,NA,453568,641857,2,9
"6919","FF",92.2,9,"R","R","called_strike","S",NA,0,0,NA,NA,573262,2,1
"6920","FF",101,14,"L","R","ball","B",NA,1,1,NA,NA,NA,0,3
"6921","SI",93.7,13,"L","R","ball","B",NA,3,0,NA,NA,NA,0,4
"6922","SL",87.7,14,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6923","SI",99.5,6,"R","R","called_strike","S",NA,3,0,607732,657061,NA,1,4
"6924","SL",87.2,5,"R","R","hit_into_play","X","line_drive",2,0,NA,NA,NA,0,3
"6925","FF",93.8,2,"L","R","hit_into_play","X","fly_ball",3,1,NA,NA,NA,1,5
"6926","FF",93.5,13,"L","L","ball","B",NA,1,0,641680,NA,660634,2,2
"6927","SL",80.5,4,"L","R","foul","S",NA,2,2,NA,NA,593160,0,5
"6928","FF",94.8,12,"L","R","ball","B",NA,0,0,NA,NA,NA,1,1
"6929","SI",92.9,6,"R","R","called_strike","S",NA,1,0,NA,NA,NA,2,2
"6930","FF",94.2,14,"L","R","ball","B",NA,0,1,NA,NA,NA,1,2
"6931","SL",87.8,11,"L","R","ball","B",NA,3,1,NA,NA,467793,2,5
"6932","CH",85,9,"R","R","hit_into_play","X","fly_ball",0,0,NA,NA,NA,1,1
"6933","FF",93.5,6,"R","L","foul","S",NA,3,1,NA,NA,NA,1,5
"6934","CH",82.1,14,"R","L","swinging_strike","S",NA,0,1,NA,NA,NA,2,2
"6935","SL",88.6,8,"R","R","hit_into_play","X","fly_ball",1,0,592626,518792,NA,2,2
"6936","SI",98.4,13,"L","R","ball","B",NA,0,2,NA,NA,NA,2,3
"6937","SI",94.5,11,"R","R","ball","B",NA,2,0,NA,NA,NA,1,3
"6938","SL",84.6,12,"R","R","ball","B",NA,0,0,NA,467793,NA,1,1
"6939","SL",86.3,9,"R","R","swinging_strike","S",NA,1,1,NA,NA,NA,0,3
"6940","CU",76.7,7,"L","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6941","CU",78.3,14,"R","R","hit_into_play","X","ground_ball",0,2,NA,658069,602074,1,3
"6942","FF",96.7,12,"L","L","swinging_strike","S",NA,3,2,NA,NA,NA,0,6
"6943","FF",93.8,12,"R","R","foul_tip","S",NA,0,0,NA,NA,NA,2,1
"6944","FF",89.9,13,"L","L","ball","B",NA,1,1,NA,NA,NA,0,3
"6945","SI",96.7,2,"R","R","called_strike","S",NA,3,1,NA,NA,NA,2,5
"6946","CU",75,13,"L","L","ball","B",NA,0,0,NA,NA,NA,1,1
"6947","FF",92.6,9,"R","R","called_strike","S",NA,0,0,NA,NA,NA,0,1
"6948","FC",86.6,12,"R","R","ball","B",NA,0,1,NA,457759,666158,1,2
"6949","SI",91.5,4,"R","R","hit_into_play","X","ground_ball",1,1,NA,571466,NA,2,3
"6950","CH",80.3,12,"L","R","ball","B",NA,1,1,NA,614173,666915,2,3
