"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length"
604,624424,"Conforto, Michael",604,100,0.28,0.21,0.317,0.49,0.358,0.351,0.271,40,143,89.2,13.9,2218,88.8,89.1,73,296,308,0.29999999999999716,6.48,114,146,121,151,291,322,303,"-4.4","4.4",71.48481616514431,"7.159328475"
603,676609,"Caballero, José",609,99,0.254,0.116,0.347,0.37,0.306,0.29,0.237,35,138,82.9,14.6,2302,88.9,88.66,100,294,309,-0.20000000000000284,6.42,105,150,106,145,295,321,289,"1.9","-1.9",67.07403975919969,"6.762609267"
602,657757,"Sheets, Gavin",602,100,0.244,0.16,0.282,0.405,0.334,0.364,0.285,32,131,89.7,11.4,2263,88.8,88.07,51,261,341,-0.7000000000000028,6.56,118,146,128,152,291,324,298,"-5.3","5.3",71.74357797948664,"7.419923547"
601,643446,"McNeil, Jeff",604,99.5,0.229,0.072,0.26,0.301,0.281,0.295,0.25,35,153,86,14.7,2248,88.9,89.1,41,304,297,0.19999999999998863,6.52,114,146,108,151,279,317,300,"6","-6",65.76153773550735,"6.788964818"
600,669004,"Melendez, MJ",600,100,0.182,0.175,0.223,0.358,0.26,0.301,0.232,25,137,90.8,15.7,2246,89.2,89.57,89,302,298,0.3999999999999915,6.48,118,146,122,152,298,325,305,"7.6","-7.6",71.19125368397529,"7.668071934"
596,656582,"Joe, Connor",596,100,0.288,0.201,0.321,0.489,0.369,0.307,0.233,40,139,85.9,12.1,2217,88.6,88.76,56,257,339,0.20000000000000284,6.42,106,150,119,146,303,320,290,"-10.1","10.1",70.51266655102401,"7.306572536"
593,694497,"Carter, Evan",593,100,0.211,0.195,0.256,0.406,0.313,0.297,0.219,27,128,86.1,14.2,2198,88.3,88.16,53,226,367,-0.09999999999999432,6.32,114,146,112,151,295,326,299,"1.3","-1.3",68.9997193533723,"7.059325506"
592,641680,"Heim, Jonah",592,100,0.267,0.12,0.302,0.387,0.312,0.297,0.243,40,150,89.5,13.1,2227,88.7,88.63,58,312,280,-0.10000000000000853,6.39,113,147,125,150,300,329,299,"-3.5","3.5",68.47905411219119,"7.336000843"
592,680777,"Jeffers, Ryan",592,100,0.274,0.311,0.287,0.585,0.4,0.359,0.259,37,135,85.2,14.9,2262,89.1,89.34,68,269,322,0.20000000000000284,6.5,106,150,120,145,302,326,292,"-13.7","13.7",70.81375093743954,"7.440422834"
590,665750,"Taveras, Leody",591,99.8,0.243,0.135,0.282,0.378,0.311,0.309,0.254,36,148,88.5,12.1,2219,88.4,88.5,68,281,309,0.09999999999999432,6.41,111,146,107,148,297,326,296,"4.7","-4.7",69.2813326126198,"7.274161853"
590,691026,"Winn, Masyn",594,99.3,0.27,0.103,0.327,0.373,0.307,0.292,0.263,34,126,86.3,13.2,2269,88.9,89.3,45,270,320,0.3999999999999915,6.55,105,150,107,146,302,319,287,"3.8","-3.8",66.93929453580627,"7.134366429"
585,681351,"O'Hoppe, Logan",586,99.8,0.261,0.123,0.333,0.384,0.314,0.333,0.271,36,138,91.5,18.1,2312,88.1,88.21,89,280,305,0.10000000000000853,6.5,108,151,120,144,306,322,294,"-3.5","3.5",68.84757178404547,"7.161689134"
581,681297,"Cowser, Colton",581,100,0.261,0.243,0.338,0.504,0.373,0.372,0.255,30,115,91,12.3,2232,88.8,88.94,83,251,330,0.10000000000000853,6.46,115,145,113,149,299,325,299,"-1.5","1.5",72.17400916291321,"6.909351572"
581,669261,"Suwinski, Jack",581,100,0.168,0.107,0.209,0.275,0.236,0.276,0.215,22,131,88,15.8,2185,88.9,89.13,70,282,299,0.19999999999998863,6.49,116,146,117,151,293,320,299,"9.9","-9.9",70.05875609504264,"7.029340181"
579,671739,"Harris II, Michael",580,99.8,0.253,0.123,0.308,0.377,0.299,0.308,0.266,41,162,90.6,6.6,2218,89.1,89.38,98,351,228,0.30000000000001137,6.5,118,147,112,151,295,323,301,"-0.4","0.4",72.5294497976784,"8.095718427"
578,621020,"Swanson, Dansby",578,100,0.209,0.132,0.271,0.341,0.279,0.335,0.241,27,129,89.1,10.3,2252,88.8,89.05,93,274,304,0.20000000000000284,6.5,109,151,121,146,299,321,293,"3.1","-3.1",69.13465035352517,"7.421392096"
578,667670,"Rooker, Brent",578,100,0.277,0.285,0.366,0.562,0.395,0.389,0.269,36,130,93,19.7,2324,88.5,88.47,98,282,296,0,6.37,106,152,122,146,300,321,292,"-12.1","12.1",72.35718370492451,"7.145195751"
577,645277,"Albies, Ozzie",577,100,0.279,0.14,0.318,0.419,0.339,0.305,0.25,38,136,87.7,19.8,2189,89.7,89.75,70,312,265,0.09999999999999432,6.58,116,146,121,149,296,323,296,"-6.6","6.6",67.61245181712086,"7.275550913"
576,607208,"Turner, Trea",576,100,0.343,0.117,0.421,0.46,0.378,0.329,0.272,47,137,90.4,12.2,2299,88.6,88.69,66,291,285,0.10000000000000853,6.43,106,151,116,147,302,322,290,"-6","6",70.06313381447836,"7.505411957"
576,671289,"Freeman, Tyler",577,99.8,0.221,0.145,0.24,0.366,0.313,0.321,0.239,29,131,90,12.7,2273,89.1,89.01,50,270,306,-0.09999999999999432,6.39,108,151,113,147,294,319,289,"-1.2","1.2",70.00709366051211,"7.060817195"
574,545361,"Trout, Mike",574,100,0.22,0.321,0.194,0.541,0.371,0.407,0.273,24,109,89.2,25.2,2287,90,90.22,50,244,330,0.20000000000000284,6.54,106,151,122,143,307,328,299,"-0.9","0.9",73.23552571109745,"7.469885981"
572,660707,"Montero, Elehuris",572,100,0.228,0.088,0.274,0.316,0.269,0.278,0.228,31,136,88.2,16.7,2249,87.7,87.92,84,310,262,0.20000000000000284,6.39,108,152,121,147,303,325,291,"4.8","-4.8",73.58919649092685,"7.511723024"
571,677800,"Abreu, Wilyer",571,100,0.26,0.195,0.337,0.455,0.353,0.316,0.219,32,123,91.2,19.1,2202,88.9,89.17,88,279,292,0.29999999999999716,6.49,118,145,118,151,285,319,304,"-1.8","1.8",72.87513120943301,"7.281674134"
571,663647,"Hayes, Ke'Bryan",571,100,0.24,0.078,0.28,0.318,0.291,0.291,0.237,31,129,87.5,5.3,2186,89.2,89.32,40,248,323,0.09999999999999432,6.44,106,149,120,146,306,319,287,"4.6","-4.6",70.311199914972,"6.714521818"
570,701538,"Merrill, Jackson",571,99.8,0.294,0.105,0.339,0.399,0.327,0.345,0.296,42,143,90,10.2,2174,89.1,89.3,56,300,270,0.20000000000000284,6.46,118,146,113,151,284,319,304,"1.3","-1.3",70.17770208772765,"7.346451938"
569,808982,"Lee, Jung Hoo",569,100,0.262,0.069,0.273,0.331,0.288,0.324,0.284,38,145,89.1,9.2,2239,88.7,88.9,24,250,319,0.20000000000000284,6.45,116,146,107,150,287,318,300,"3.2","-3.2",68.97443182414402,"7.345261971"
562,672515,"Moreno, Gabriel",562,100,0.239,0.101,0.275,0.339,0.312,0.307,0.237,26,109,88.8,7.9,2267,89.3,89.67,33,230,332,0.4000000000000057,6.45,109,150,123,147,307,325,289,"-2.3","2.3",68.7680340222163,"6.92665642"
559,663368,"Perkins, Blake",560,99.8,0.208,0.128,0.265,0.336,0.29,0.298,0.225,26,125,89.2,8.2,2327,88.8,88.97,68,219,340,0.20000000000000284,6.44,113,147,103,150,293,318,294,"3.8","-3.8",66.42376019591431,"7.119261281"
558,683146,"Baty, Brett",560,99.6,0.234,0.094,0.3,0.328,0.282,0.264,0.202,30,128,85.4,11.4,2269,88.4,88.63,71,284,274,0.19999999999998863,6.53,116,146,116,151,288,323,304,"6","-6",70.11001986035649,"7.40172004"
558,553869,"Díaz, Elias",558,100,0.299,0.124,0.349,0.423,0.335,0.281,0.243,41,137,86.8,11.7,2268,88.6,89.07,89,310,248,0.5,6.44,104,151,120,147,304,324,287,"-3.3","3.3",71.6893656410399,"6.907546322"
558,694671,"Langford, Wyatt",558,100,0.224,0.069,0.287,0.293,0.265,0.306,0.246,26,116,87.9,13.5,2258,89.1,89.27,47,236,322,0.20000000000000284,6.51,107,150,120,144,306,328,293,"6.3","-6.3",72.43524718242959,"6.694954863"
558,669127,"Langeliers, Shea",558,100,0.223,0.295,0.216,0.518,0.337,0.372,0.263,31,139,92.1,14.2,2264,88.6,88.72,78,284,274,0.10000000000000853,6.46,105,151,120,146,298,323,293,"1.2","-1.2",72.41201979230657,"7.133936708"
557,663457,"Nootbaar, Lars",559,99.6,0.211,0.167,0.233,0.377,0.317,0.377,0.274,24,114,91.1,3.6,2202,89,89.37,36,204,353,0.4000000000000057,6.51,116,146,109,150,297,324,302,"-1.3","1.3",69.8579488475422,"6.725214162"
557,624585,"Soler, Jorge",557,100,0.219,0.164,0.253,0.383,0.309,0.322,0.227,28,128,89.2,22.5,2236,88.5,88.78,72,269,288,0.29999999999999716,6.5,106,151,122,145,301,324,299,"5.5","-5.5",74.70654085339048,"7.922602333"
554,676369,"Velázquez, Nelson",554,100,0.228,0.126,0.325,0.354,0.289,0.282,0.214,29,127,87.5,13.7,2297,87.4,87.72,99,253,301,0.29999999999999716,6.46,110,152,121,147,306,326,296,"4","-4",71.97542630871209,"7.470317195"
552,668942,"Rojas, Josh",552,100,0.311,0.143,0.374,0.454,0.371,0.356,0.278,37,119,89.5,14.7,2197,88.7,88.86,49,239,313,0.20000000000000284,6.5,118,147,108,152,288,321,294,"-1.7","1.7",65.22644939754689,"7.153980048"
547,680757,"Kwan, Steven",552,99.1,0.336,0.148,0.351,0.484,0.386,0.36,0.326,43,128,84.3,11,2239,89,87.79,17,226,321,-1.2000000000000028,6.32,112,148,104,151,277,313,299,"-6.1","6.1",62.56827111061808,"6.330788698"
545,676914,"Schneider, Davis",545,100,0.267,0.229,0.333,0.495,0.379,0.37,0.243,28,105,91.2,22.1,2314,89.3,89.2,60,216,329,-0.09999999999999432,6.44,108,151,120,146,300,321,286,"-8","8",67.57749599556898,"6.783519438"
545,665828,"Cabrera, Oswaldo",545,100,0.256,0.128,0.283,0.383,0.298,0.278,0.25,34,133,86.5,12.2,2199,87.9,88.05,38,251,294,0.09999999999999432,6.47,112,145,107,148,291,318,291,"0.3","-0.3",65.66439134508927,"6.666282705"
545,453568,"Blackmon, Charlie",546,99.8,0.231,0.119,0.261,0.351,0.288,0.303,0.253,31,134,84.7,15.2,2166,89.5,89.69,51,283,262,0.20000000000000284,6.34,119,146,114,152,292,324,299,"-0.3","0.3",65.79677146049478,"7.096042159"
543,680700,"Palacios, Richie",543,100,0.265,0.133,0.351,0.398,0.341,0.347,0.276,30,113,88.1,16.4,2226,89.4,89.08,76,261,282,-0.30000000000001137,6.43,113,146,106,151,287,323,300,"-5.9","5.9",66.95541702832477,"6.896986201"
542,694192,"Chourio, Jackson",543,99.8,0.226,0.128,0.281,0.353,0.278,0.28,0.231,30,133,87.2,7.4,2314,88.5,88.71,82,277,265,0.20000000000000284,6.47,105,150,112,147,303,321,287,"5.9","-5.9",71.04550114284294,"7.265905214"
540,642708,"Rosario, Amed",540,100,0.302,0.121,0.352,0.423,0.323,0.282,0.26,45,149,86.1,3.4,2281,88.8,88.41,66,310,230,-0.3999999999999915,6.4,107,150,117,148,302,324,290,"-3","3",69.77821691665602,"7.306343462"
539,656775,"Mullins, Cedric",540,99.8,0.178,0.163,0.193,0.341,0.251,0.247,0.197,23,129,89.2,20.6,2258,89.2,89.39,61,282,257,0.20000000000000284,6.43,112,145,103,151,293,323,298,"3.6","-3.6",68.85727947272491,"7.349742043"
539,677587,"Rocchio, Brayan",542,99.4,0.213,0.066,0.265,0.279,0.27,0.294,0.239,26,122,85.4,7.9,2249,88.3,87.92,65,271,268,-0.3999999999999915,6.36,113,146,105,149,285,318,297,"5.8","-5.8",66.55398621521893,"7.033723202"
538,666310,"Naylor, Bo",538,100,0.175,0.096,0.254,0.272,0.243,0.257,0.189,20,114,89.5,19.8,2281,89,89.18,84,247,291,0.20000000000000284,6.41,116,146,122,151,288,320,299,"0.7","-0.7",68.65285368184232,"7.264448977"
529,663837,"Vierling, Matt",530,99.8,0.264,0.147,0.323,0.411,0.305,0.302,0.271,34,129,91.7,15.5,2298,89,88.54,44,233,296,-0.5,6.42,106,151,114,147,300,323,288,"6.9","-6.9",70.81019286300022,"7.375797604"
528,573262,"Yastrzemski, Mike",530,99.6,0.218,0.155,0.299,0.373,0.292,0.281,0.21,24,110,90.6,19.7,2210,89.2,89.47,65,219,309,0.29999999999999716,6.47,116,145,110,150,291,322,301,"0.2","-0.2",69.58101678197121,"7.44348256"
524,642350,"Siri, Jose",525,99.8,0.168,0.115,0.262,0.283,0.248,0.296,0.201,19,113,87.9,12.2,2277,89.2,89.3,102,252,272,0.09999999999999432,6.47,106,150,110,146,300,326,291,"3.9","-3.9",69.17571383802715,"7.593361979"
522,663527,"Nevin, Tyler",522,100,0.229,0.127,0.271,0.356,0.303,0.306,0.218,27,118,90.3,9.1,2306,89,89.1,65,249,273,0.09999999999999432,6.37,109,152,120,148,302,320,288,"2.4","-2.4",65.4487539408387,"6.815608728"
521,527038,"Flores, Wilmer",521,100,0.202,0.079,0.224,0.281,0.255,0.266,0.207,23,114,82.7,23.1,2199,88.3,88.51,30,218,303,0.20000000000000284,6.46,106,150,121,146,297,319,291,"7.3","-7.3",63.85387872416483,"6.777030678"
518,592626,"Pederson, Joc",520,99.6,0.29,0.24,0.358,0.53,0.405,0.354,0.256,29,100,92.7,14.9,2167,90.4,90.67,58,228,290,0.29999999999999716,6.41,116,144,122,150,297,327,304,"-3.8","3.8",71.49786770210879,"7.476937245"
516,681481,"Carpenter, Kerry",516,100,0.27,0.238,0.326,0.508,0.358,0.368,0.269,34,126,88.1,16.6,2275,87.9,88.24,65,252,264,0.29999999999999716,6.47,115,144,120,151,291,325,296,"-5","5",70.35196692938484,"7.487186211"
516,623912,"Ramírez, Harold",516,100,0.262,0.043,0.321,0.305,0.262,0.263,0.25,37,141,85.9,-0.1,2273,88.1,88,93,299,217,-0.09999999999999432,6.37,107,150,121,148,301,325,289,"6.7","-6.7",69.94535750244253,"7.250999139"
516,663993,"Lowe, Nathaniel",516,100,0.274,0.116,0.353,0.389,0.354,0.312,0.236,26,95,87.5,6,2250,90.1,90.18,27,195,321,0.10000000000000853,6.38,116,146,131,151,299,332,305,"-6.9","6.9",70.4860633646726,"6.994841088"
515,671732,"Butler, Lawrence",515,100,0.179,0.094,0.25,0.274,0.259,0.319,0.227,19,106,91.8,10.3,2236,89.5,89.72,71,221,294,0.20000000000000284,6.48,116,147,112,152,289,321,300,"3.8","-3.8",72.64093338998808,"7.015702543"
513,592669,"Renfroe, Hunter",513,100,0.157,0.099,0.17,0.256,0.222,0.262,0.195,19,121,87.3,17.9,2318,88.3,88.68,52,219,294,0.4000000000000057,6.48,106,152,122,146,306,327,300,"4","-4",72.87233312263965,"7.664373279"
512,657557,"DeJong, Paul",512,100,0.236,0.203,0.329,0.439,0.316,0.269,0.199,29,123,90.1,22.6,2294,88.9,88.58,102,292,220,-0.30000000000001137,6.56,107,152,121,147,300,322,288,"5.7","-5.7",70.97073195764581,"6.829922948"
510,671277,"García Jr., Luis",511,99.8,0.286,0.151,0.347,0.437,0.342,0.341,0.269,36,126,89.6,7.3,2218,88.6,88.81,53,242,268,0.20000000000000284,6.49,116,146,111,150,285,316,299,"-4.6","4.6",68.8587020183334,"7.178180253"
510,690993,"Keith, Colt",510,100,0.19,0.024,0.231,0.214,0.215,0.308,0.253,24,126,87.7,14.2,2217,87.6,87.33,54,238,272,-0.29999999999999716,6.4,114,145,119,151,292,323,296,"6.7","-6.7",69.16392106310443,"6.874367892"
509,681546,"Outman, James",509,100,0.147,0.119,0.197,0.266,0.241,0.295,0.212,16,109,87.2,14.4,2193,88.3,86.9,77,240,269,-1.3999999999999915,6.37,117,146,114,151,297,319,297,"8.6","-8.6",71.0932610738632,"7.822681506"
506,687401,"Ortiz, Joey",506,100,0.294,0.255,0.321,0.549,0.406,0.351,0.269,30,102,87.9,13.4,2349,88.5,88.77,37,202,304,0.29999999999999716,6.49,106,150,115,148,304,317,284,"-9.2","9.2",72.71404105075321,"7.531361319"
505,664238,"Moore, Dylan",505,100,0.236,0.226,0.284,0.462,0.346,0.325,0.231,25,106,89.6,25.5,2203,88.3,88.64,47,217,288,0.29999999999999716,6.48,106,152,117,147,301,322,289,"-3.7","3.7",70.83443193631861,"7.191467437"
505,572191,"Taylor, Michael A.",509,99.2,0.204,0.065,0.318,0.269,0.233,0.256,0.206,22,108,87.8,9.4,2220,88.9,89.03,99,247,258,0.09999999999999432,6.51,104,151,109,146,305,321,288,"5.9","-5.9",71.04614429000776,"7.054299231"
502,642133,"Tellez, Rowdy",502,100,0.188,0.054,0.241,0.241,0.232,0.273,0.21,21,112,89.3,16.2,2137,89.1,89.28,54,214,288,0.20000000000000284,6.44,116,146,127,150,297,322,303,"7.9","-7.9",72.77707610007243,"8.005956522"
502,641355,"Bellinger, Cody",502,100,0.264,0.225,0.27,0.488,0.353,0.335,0.247,34,129,88.6,22.1,2275,90,90.28,65,260,242,0.29999999999999716,6.49,117,146,123,151,296,323,303,"-9.4","9.4",68.79131412314089,"7.71506129"
500,666158,"Lux, Gavin",500,100,0.2,0.067,0.253,0.267,0.238,0.278,0.243,24,120,86.5,6.6,2152,89,88.81,44,217,281,-0.20000000000000284,6.4,116,147,117,152,292,317,296,"2.1","-2.1",69.49655927208003,"7.154116485"
499,666176,"Adell, Jo",499,100,0.25,0.278,0.264,0.528,0.364,0.4,0.297,27,108,89.7,12.4,2304,88.9,89.01,67,243,256,0.09999999999999432,6.5,106,149,119,144,308,323,295,"-0.5","0.5",74.66501013695813,"7.594742864"
497,666135,"Kirilloff, Alex",497,100,0.207,0.181,0.247,0.388,0.288,0.295,0.211,24,116,91.2,13.3,2288,88.5,88.69,78,242,255,0.20000000000000284,6.45,118,146,126,151,293,326,303,"4.4","-4.4",71.11072397050985,"7.632738406"
491,595879,"Báez, Javier",491,100,0.207,0.081,0.25,0.289,0.232,0.274,0.247,28,135,89,11,2318,87.3,87.53,73,262,229,0.20000000000000284,6.44,108,152,119,147,300,324,291,"6.6","-6.6",74.09105514127802,"8.626684439"
490,641313,"Anderson, Tim",490,100,0.197,0.025,0.286,0.221,0.209,0.223,0.196,24,122,85.9,1.2,2226,88.1,88.04,88,265,225,-0.09999999999999432,6.37,109,151,120,147,305,320,286,"11.8","-11.8",67.6077444915752,"7.236906809"
486,679032,"Rojas, Johan",492,98.8,0.226,0.089,0.268,0.315,0.261,0.266,0.236,28,124,82.8,9.4,2306,88.4,88.49,56,225,261,0.09999999999999432,6.37,102,147,103,145,295,318,282,"0.9","-0.9",67.79736060096867,"7.114837629"
485,686823,"Brennan, Will",486,99.8,0.225,0.147,0.238,0.372,0.282,0.307,0.259,29,129,88.4,12.7,2219,89.3,89.49,52,271,214,0.20000000000000284,6.42,115,146,112,150,287,319,299,"2.6","-2.6",66.94577254047577,"6.697467872"
483,664056,"Bader, Harrison",483,100,0.276,0.055,0.358,0.331,0.29,0.295,0.262,35,127,88.7,9.5,2294,88.3,88.43,66,243,240,0.10000000000000853,6.48,106,151,115,146,300,319,288,"3.8","-3.8",68.42312780975219,"7.031791823"
482,575929,"Contreras, Willson",482,100,0.28,0.271,0.364,0.551,0.411,0.388,0.267,30,107,90.3,15.3,2253,88.9,89.46,84,246,236,0.5999999999999943,6.63,110,151,123,147,305,327,296,"-7.4","7.4",73.36646139669801,"7.744946829"
478,664913,"Brown, Seth",478,100,0.179,0.134,0.229,0.313,0.245,0.283,0.216,20,112,87.1,16.5,2222,89.2,89.32,75,250,228,0.09999999999999432,6.43,117,146,121,152,292,321,301,"10.1","-10.1",71.03986479430954,"7.14597198"
473,660821,"Sánchez, Jesús",473,100,0.224,0.072,0.271,0.296,0.262,0.359,0.291,28,125,93.7,5.8,2209,89.4,89.41,70,270,203,0,6.39,119,147,123,151,292,323,303,"5.6","-5.6",73.02558805506602,"7.071591911"
471,669134,"Campusano, Luis",471,100,0.267,0.141,0.292,0.407,0.318,0.291,0.256,36,135,85.6,7.7,2218,89,89.09,51,251,220,0.09999999999999432,6.45,107,151,123,147,300,321,293,"-4.7","4.7",66.83196246506073,"7.289031481"
469,681624,"Pages, Andy",469,100,0.266,0.165,0.333,0.431,0.319,0.308,0.247,29,109,88,24.2,2248,90,89.66,72,264,205,-0.29999999999999716,6.41,107,151,121,144,300,319,290,"-0.4","0.4",71.743085322407,"7.813854065"
469,650391,"Jiménez, Eloy",469,100,0.218,0.153,0.232,0.371,0.286,0.326,0.253,27,124,91.6,7.4,2263,87.6,87.24,54,245,224,-0.3999999999999915,6.55,106,151,122,147,304,326,293,"3.5","-3.5",72.53663371097576,"7.199832018"
466,643396,"Kiner-Falefa, Isiah",466,100,0.261,0.092,0.302,0.353,0.293,0.322,0.289,31,119,82.2,4.2,2307,89.1,89.21,30,205,261,0.10000000000000853,6.47,108,150,113,147,298,317,280,"0.9","-0.9",65.4822116669228,"6.678563253"
465,621043,"Correa, Carlos",465,100,0.268,0.134,0.316,0.402,0.346,0.388,0.298,26,97,89.1,11.5,2315,89.4,89.73,42,197,268,0.29999999999999716,6.51,108,152,123,147,299,324,293,"-3.3","3.3",73.6406460421806,"7.390499064"
459,670032,"Lopez, Nicky",463,99.1,0.195,0.017,0.232,0.212,0.225,0.246,0.207,23,118,86.1,8.8,2310,88.8,89.09,38,217,242,0.29999999999999716,6.54,115,146,103,151,277,313,297,"5.6","-5.6",62.28982476235224,"6.457837288"
457,608336,"Gallo, Joey",457,100,0.123,0.185,0.226,0.309,0.273,0.282,0.147,10,81,91.1,37.2,2248,89.5,89.86,83,185,272,0.4000000000000057,6.52,115,145,123,151,295,321,298,"5.4","-5.4",72.05466091788762,"7.276196622"
456,592696,"Rosario, Eddie",457,99.8,0.178,0.187,0.187,0.364,0.27,0.284,0.205,19,107,89.5,12.6,2219,88.6,88.78,62,221,235,0.20000000000000284,6.52,116,145,113,151,287,318,297,"4.6","-4.6",66.80549665541277,"6.900046339"
454,669289,"Espinal, Santiago",457,99.3,0.2,0.08,0.209,0.28,0.241,0.274,0.236,20,100,87.3,11.4,2235,88.8,89.03,23,199,255,0.20000000000000284,6.47,108,150,112,146,298,317,283,"7.3","-7.3",65.86575768664096,"7.373399176"
454,666134,"Jones, Nolan",454,100,0.17,0.106,0.268,0.277,0.232,0.231,0.171,16,94,89.2,8.7,2265,89.2,89.63,49,177,277,0.3999999999999915,6.39,116,146,113,151,294,328,303,"3.9","-3.9",70.74359473608598,"6.721336783"
454,518595,"d'Arnaud, Travis",454,100,0.255,0.245,0.3,0.5,0.364,0.371,0.279,26,102,90.1,11.6,2301,89.8,90.02,77,223,231,0.20000000000000284,6.48,109,152,122,148,305,322,290,"-2.9","2.9",69.93507866923018,"7.74911491"
451,687952,"Encarnacion-Strand, Christian",451,100,0.19,0.103,0.247,0.293,0.226,0.306,0.245,22,116,87.8,15.5,2237,89.2,89.47,74,252,199,0.29999999999999716,6.47,109,151,121,147,298,323,291,"9.6","-9.6",69.97236516670398,"7.236555163"
450,663886,"Stephenson, Tyler",450,100,0.266,0.202,0.3,0.468,0.355,0.352,0.256,29,109,91.3,6.2,2205,88.8,88.99,38,184,266,0.20000000000000284,6.46,106,150,122,146,301,321,288,"-5.5","5.5",69.13156144174913,"7.322706051"
450,664728,"Isbel, Kyle",452,99.6,0.22,0.144,0.234,0.364,0.278,0.31,0.254,26,118,90.6,8.7,2263,88.3,88.58,31,202,248,0.29999999999999716,6.46,116,146,106,151,292,322,301,"3.3","-3.3",70.42872945779,"7.127617225"
448,572138,"Singleton, Jon",448,100,0.224,0.143,0.257,0.367,0.313,0.316,0.228,22,98,88.5,8.9,2262,88.7,88.81,40,170,278,0.09999999999999432,6.48,119,146,130,152,292,327,296,"4.5","-4.5",69.59771437157704,"6.969618854"
445,680869,"Gelof, Zack",446,99.8,0.183,0.128,0.266,0.312,0.251,0.266,0.201,20,109,89.7,7.5,2215,88,88.18,83,219,226,0.20000000000000284,6.48,107,152,116,146,300,322,291,"4.7","-4.7",70.3667831824325,"7.429798208"
445,676116,"Noda, Ryan",446,99.8,0.128,0.07,0.189,0.198,0.214,0.257,0.167,11,86,85.6,15.5,2277,89.4,89.66,66,194,251,0.29999999999999716,6.52,116,147,120,152,289,320,299,"6.6","-6.6",69.90907449583237,"7.454397902"
444,624415,"Biggio, Cavan",444,100,0.198,0.077,0.304,0.275,0.281,0.276,0.198,18,91,81.4,17.1,2256,89.1,89.14,39,158,286,0,6.44,116,146,111,151,287,320,296,"3.7","-3.7",62.68685105933716,"6.706747037"
444,702358,"Lipscomb, Trey",444,100,0.252,0.037,0.299,0.29,0.287,0.29,0.248,27,107,85.6,-1.8,2275,88.8,89.1,49,213,231,0.29999999999999716,6.52,108,149,118,148,294,314,286,"3.5","-3.5",68.36555449104608,"7.56196774"
437,605113,"Ahmed, Nick",441,99.1,0.222,0.056,0.279,0.278,0.242,0.265,0.238,24,108,84.5,8.8,2262,88.9,89.21,56,234,203,0.29999999999999716,6.5,106,150,111,145,295,316,288,"4.9","-4.9",65.77738957605378,"7.276781809"
435,696285,"Young, Jacob",445,97.8,0.242,0.061,0.304,0.303,0.284,0.302,0.266,24,99,83.4,-0.3,2248,89.2,89.63,36,188,247,0.3999999999999915,6.54,106,150,102,147,296,313,284,"0.9","-0.9",65.61833450763484,"6.612558261"
434,543257,"Grossman, Robbie",434,100,0.198,0.049,0.262,0.247,0.279,0.305,0.223,16,81,86.7,14.8,2226,88,88.45,33,160,274,0.4000000000000057,6.53,113,147,116,150,292,320,293,"2.7","-2.7",66.01270892937657,"6.402707987"
430,676475,"Burleson, Alec",432,99.5,0.289,0.184,0.315,0.474,0.347,0.344,0.295,33,114,91,16,2180,89.1,89.5,50,246,184,0.4000000000000057,6.53,113,146,115,151,295,324,306,"-3.5","3.5",70.28796621153266,"7.416822426"
428,666160,"Moniak, Mickey",429,99.8,0.188,0.089,0.25,0.277,0.226,0.275,0.212,19,101,87.4,19.9,2276,87.8,87.9,67,239,189,0.10000000000000853,6.44,115,147,109,151,294,321,301,"7.7","-7.7",71.0797147174649,"7.580454737"
427,624503,"Gordon, Nick",427,100,0.235,0.165,0.253,0.4,0.29,0.293,0.244,27,115,87.7,4.7,2220,89.1,89.24,73,252,175,0.10000000000000853,6.42,115,146,111,150,290,319,300,"0.5","-0.5",66.87866798968192,"7.21868293"
426,592273,"Drury, Brandon",426,100,0.173,0.067,0.207,0.24,0.216,0.299,0.244,18,104,87,1.1,2320,88.8,88.98,54,214,212,0.20000000000000284,6.5,107,152,121,146,306,322,292,"4.9","-4.9",71.09215877476488,"7.294393743"
420,658668,"Olivares, Edward",420,100,0.237,0.186,0.257,0.423,0.317,0.354,0.301,23,97,84.9,7.5,2182,88.9,89.19,49,219,201,0.29999999999999716,6.48,107,151,119,147,304,320,291,"0.8","-0.8",69.17628137964368,"7.167356568"
418,671056,"Herrera, Iván",418,100,0.284,0.105,0.338,0.389,0.325,0.372,0.289,27,95,90.8,11.1,2238,89.4,89.15,52,186,232,-0.20000000000000284,6.52,107,151,122,147,304,322,293,"-0.8","0.8",72.39487739667386,"7.583174217"
417,596146,"Kepler, Max",417,100,0.305,0.2,0.342,0.505,0.374,0.31,0.244,29,95,90,16.6,2235,89.1,89.21,36,200,217,0.10000000000000853,6.45,118,146,123,151,293,325,300,"-6","6",70.17383132016634,"7.42288044"
